,Unnamed: 0,link,Год постройки,Жилая,Кухня,Общая,Отопление,Парковка,Построен,Район,Срок сдачи,Тип дома,Тип жилья,Тип перекрытий,Цена,Этаж,Мусоропровод_dummy,Лифт_dummy,Авариное,metro_time,Транспорт,Этаж1,Этажей,Доля,Комната,Собственник,Район_<р-н Автозаводский>,Район_<р-н Железнодорожный>,Район_<р-н Кировский>,Район_<р-н Красноглинский>,Район_<р-н Куйбышевский>,Район_<р-н Ленинский>,Район_<р-н Октябрьский>,Район_<р-н Промышленный>,Район_<р-н Самарский>,Район_<р-н Советский>,Тип жилья_<Вторичка>,Тип жилья_<Вторичка Апартаменты>,Тип жилья_<Вторичка Пентхаус>,Тип жилья_<Новостройка>,Тип перекрытий_<Деревянные>,Тип перекрытий_<Железобетонные>,Тип перекрытий_<Смешанные>,Газоснабжение_<Автономное>,Газоснабжение_<Центральное>,Отопление_<Автономная котельная>,Отопление_<Индивидуальный тепловой пункт>,Отопление_<Котел/Квартирное отопление>,Отопление_<Печь>,Отопление_<Центральное>,Транспорт_<В пешей доступности>,Транспорт_<Далеко>,Транспорт_<На транспорте близко>,Комната_<1>,Комната_<2>,Комната_<3>,Комната_<4>,Комната_<5>,Комната_<К>,Комната_<М>,Комната_<С>,Парковка_<Наземная>,Парковка_<Нет инфо>,Парковка_<Подземная>
4429,4429,https://samara.cian.ru/sale/flat/245192696/,,40.0,15.0,98.0,Нет инфо,Нет инфо,,р-н Советский,3 кв. 2021,Нет инфо,Новостройка,Нет инфо,4646890.0,30 из 31,0,0,0,2,На транспорте близко,30.0,31.0,0.967741935483871,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4430,4430,https://samara.cian.ru/sale/flat/244422659/,2014.0,53.0,10.0,84.0,Центральное,Наземная,2014.0,р-н Куйбышевский,,Кирпичный,Вторичка,Нет инфо,4600000.0,10 из 17,0,1,0,,Далеко,10.0,17.0,0.5882352941176471,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4431,4431,https://samara.cian.ru/sale/flat/238384327/,1929.0,52.0,10.0,68.0,Нет инфо,Наземная,1967.0,р-н Самарский,,Кирпичный,Вторичка,Деревянные,4600000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4432,4432,https://samara.cian.ru/sale/flat/240920722/,1979.0,44.0,7.0,68.0,Центральное,Нет инфо,1979.0,р-н Промышленный,,Панельный,Вторичка,Железобетонные,4600000.0,2 из 9,1,1,0,,Далеко,2.0,9.0,0.2222222222222222,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4433,4433,https://samara.cian.ru/sale/flat/245925048/,1963.0,60.0,15.0,102.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,4690000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4434,4434,https://samara.cian.ru/sale/flat/230412157/,1991.0,42.0,8.0,66.0,Центральное,Нет инфо,1991.0,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4699000.0,10 из 11,0,1,0,,Далеко,10.0,11.0,0.9090909090909091,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4435,4435,https://samara.cian.ru/sale/flat/241507888/,1984.0,42.0,9.0,68.0,Центральное,Нет инфо,,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,4650000.0,2 из 9,1,1,0,,Далеко,2.0,9.0,0.2222222222222222,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4436,4436,https://samara.cian.ru/sale/flat/245976949/,1963.0,62.0,15.0,100.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,4690000.0,5 из 5,0,0,0,,Далеко,5.0,5.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4437,4437,https://samara.cian.ru/sale/flat/243105067/,1986.0,41.0,9.0,63.0,Центральное,Нет инфо,1986.0,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4650000.0,8 из 9,0,1,0,,Далеко,8.0,9.0,0.8888888888888888,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4438,4438,https://samara.cian.ru/sale/flat/199787016/,2016.0,32.0,30.0,83.0,Автономная котельная,Наземная,2015.0,р-н Куйбышевский,,Кирпичный,Вторичка,Железобетонные,4650000.0,7 из 16,0,1,0,,Далеко,7.0,16.0,0.4375,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4439,4439,https://samara.cian.ru/sale/flat/244136600/,1989.0,42.0,9.0,74.0,Центральное,Нет инфо,1989.0,р-н Железнодорожный,,Панельный,Вторичка,Железобетонные,4650000.0,12 из 12,1,1,0,3,На транспорте близко,12.0,12.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4440,4440,https://samara.cian.ru/sale/flat/242318290/,,49.0,12.0,99.0,Нет инфо,Нет инфо,,р-н Советский,4 кв. 2022,Нет инфо,Новостройка,Нет инфо,4667100.0,30 из 32,0,0,0,2,На транспорте близко,30.0,32.0,0.9375,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4441,4441,https://samara.cian.ru/sale/flat/232186094/,1986.0,42.0,9.0,65.0,Центральное,Нет инфо,1986.0,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4650000.0,8 из 9,1,1,0,3,На транспорте близко,8.0,9.0,0.8888888888888888,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4442,4442,https://samara.cian.ru/sale/flat/243219921/,1972.0,55.0,7.0,72.0,Центральное,Нет инфо,1972.0,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,4700000.0,3 из 9,0,1,0,,Далеко,3.0,9.0,0.3333333333333333,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4443,4443,https://samara.cian.ru/sale/flat/214512634/,1989.0,44.0,9.0,66.0,Центральное,Нет инфо,,р-н Советский,,Кирпичный,Вторичка,Железобетонные,4700000.0,1 из 7,0,1,0,,Далеко,1.0,7.0,0.14285714285714285,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4444,4444,https://samara.cian.ru/sale/flat/244059114/,1971.0,40.0,7.0,59.0,Центральное,Нет инфо,,р-н Кировский,,Панельный,Вторичка,Железобетонные,4700000.0,4 из 9,0,1,0,,Далеко,4.0,9.0,0.4444444444444444,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4445,4445,https://samara.cian.ru/sale/flat/237846007/,1971.0,47.0,9.0,59.0,Центральное,Нет инфо,1971.0,р-н Кировский,,Панельный,Вторичка,Железобетонные,4700000.0,4 из 9,0,1,0,,Далеко,4.0,9.0,0.4444444444444444,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4446,4446,https://samara.cian.ru/sale/flat/234106036/,2006.0,,,70.0,Центральное,Нет инфо,2009.0,р-н Промышленный,,Кирпичный,Вторичка,Железобетонные,4700000.0,10 из 10,0,1,0,18,В пешей доступности,10.0,10.0,1.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4447,4447,https://samara.cian.ru/sale/flat/244817687/,1982.0,53.0,8.0,78.0,Центральное,Нет инфо,,р-н Промышленный,,Панельный,Вторичка,Железобетонные,4790000.0,2 из 9,0,1,0,,Далеко,2.0,9.0,0.2222222222222222,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4448,4448,https://samara.cian.ru/sale/flat/240008151/,1971.0,40.0,8.0,56.0,Центральное,Нет инфо,,р-н Кировский,,Панельный,Вторичка,Железобетонные,4799000.0,4 из 9,0,1,0,,Далеко,4.0,9.0,0.4444444444444444,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4449,4449,https://samara.cian.ru/sale/flat/244896737/,1976.0,38.0,10.0,68.0,Центральное,Нет инфо,,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4750000.0,5 из 6,0,1,0,,Далеко,5.0,6.0,0.8333333333333334,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4450,4450,https://samara.cian.ru/sale/flat/233661211/,1999.0,65.0,11.0,80.0,Нет инфо,Нет инфо,,р-н Кировский,,Панельный,Вторичка,Нет инфо,4750000.0,9 из 10,0,1,0,,Далеко,9.0,10.0,0.9,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4451,4451,https://samara.cian.ru/sale/flat/232710403/,1976.0,41.0,10.0,70.0,Центральное,Нет инфо,1976.0,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4750000.0,5 из 6,0,1,0,,Далеко,5.0,6.0,0.8333333333333334,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4452,4452,https://samara.cian.ru/sale/flat/237731871/,1966.0,50.0,10.0,73.0,Центральное,Нет инфо,1966.0,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4750000.0,4 из 5,0,0,0,,Далеко,4.0,5.0,0.8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4453,4453,https://samara.cian.ru/sale/flat/245430765/,1979.0,43.0,9.0,69.0,Центральное,Нет инфо,1979.0,р-н Октябрьский,,Кирпичный,Вторичка,Железобетонные,4750000.0,8 из 9,1,1,0,3,На транспорте близко,8.0,9.0,0.8888888888888888,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4454,4454,https://samara.cian.ru/sale/flat/233648537/,,,,75.0,Нет инфо,Нет инфо,2019.0,р-н Октябрьский,,Нет инфо,Вторичка,Нет инфо,4750000.0,1 из 15,0,1,0,,Далеко,1.0,15.0,0.06666666666666667,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4455,4455,https://samara.cian.ru/sale/flat/246065399/,1978.0,45.0,6.0,64.0,Центральное,Нет инфо,,р-н Самарский,,Кирпичный,Вторичка,Железобетонные,4800000.0,3 из 6,0,0,0,,Далеко,3.0,6.0,0.5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4456,4456,https://samara.cian.ru/sale/flat/244896729/,1987.0,36.0,8.0,59.0,Центральное,Нет инфо,,р-н Железнодорожный,,Кирпичный,Вторичка,Железобетонные,4800000.0,2 из 9,0,1,0,,Далеко,2.0,9.0,0.2222222222222222,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4457,4457,https://samara.cian.ru/sale/flat/240702456/,1917.0,47.0,20.0,69.0,Центральное,Нет инфо,1925.0,р-н Самарский,,Кирпичный,Вторичка,Деревянные,4800000.0,4 из 4,0,0,0,,Далеко,4.0,4.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4458,4458,https://samara.cian.ru/sale/flat/241507856/,2014.0,38.0,26.0,81.0,Центральное,Нет инфо,,р-н Куйбышевский,,Кирпичный,Вторичка,Нет инфо,4800000.0,12 из 16,0,1,0,3,На транспорте близко,12.0,16.0,0.75,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4459,4459,https://samara.cian.ru/sale/flat/245820045/,1977.0,43.0,7.0,63.0,Центральное,Нет инфо,,р-н Промышленный,,Панельный,Вторичка,Железобетонные,4800000.0,5 из 9,0,1,0,,Далеко,5.0,9.0,0.5555555555555556,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4460,4460,https://samara.cian.ru/sale/flat/246126048/,1979.0,43.0,10.0,80.0,Центральное,Нет инфо,,р-н Ленинский,,Панельный,Вторичка,Железобетонные,4800000.0,12 из 12,0,1,0,,Далеко,12.0,12.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4461,4461,https://samara.cian.ru/sale/flat/244722355/,1969.0,43.0,7.0,61.0,Центральное,Нет инфо,1969.0,р-н Октябрьский,,Панельный,Вторичка,Железобетонные,4800000.0,1 из 9,1,1,0,4,В пешей доступности,1.0,9.0,0.1111111111111111,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4462,4462,https://samara.cian.ru/sale/flat/242648009/,1999.0,43.0,15.0,80.0,Нет инфо,Наземная,1999.0,р-н Кировский,,Панельный,Вторичка,Нет инфо,4849000.0,9 из 10,0,1,0,45,В пешей доступности,9.0,10.0,0.9,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4463,4463,https://samara.cian.ru/sale/flat/245497321/,1987.0,36.0,8.0,59.0,Центральное,Нет инфо,1987.0,р-н Железнодорожный,,Кирпичный,Вторичка,Железобетонные,4850000.0,2 из 9,0,1,0,,Далеко,2.0,9.0,0.2222222222222222,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4464,4464,https://samara.cian.ru/sale/flat/230708704/,1917.0,47.0,17.0,70.0,Центральное,Нет инфо,,р-н Самарский,,Кирпичный,Вторичка,Деревянные,4850000.0,4 из 4,0,0,0,,Далеко,4.0,4.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4465,4465,https://samara.cian.ru/sale/flat/240184527/,1985.0,37.0,8.0,65.0,Центральное,Нет инфо,1985.0,р-н Самарский,,Кирпичный,Вторичка,Железобетонные,4850000.0,3 из 9,1,1,0,,Далеко,3.0,9.0,0.3333333333333333,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4466,4466,https://samara.cian.ru/sale/flat/243741134/,,54.0,9.0,72.0,Центральное,Нет инфо,,р-н Железнодорожный,,Панельный,Вторичка,Железобетонные,4880000.0,10 из 10,1,1,0,4,На транспорте близко,10.0,10.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4467,4467,https://samara.cian.ru/sale/flat/244622875/,1990.0,31.0,9.0,54.0,Центральное,Нет инфо,1990.0,р-н Самарский,,Кирпичный,Вторичка,Железобетонные,5300000.0,2 из 7,0,1,0,,Далеко,2.0,7.0,0.2857142857142857,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4468,4468,https://samara.cian.ru/sale/flat/242478770/,1917.0,32.0,6.0,43.0,Центральное,Наземная,1917.0,р-н Ленинский,,Монолитно кирпичный,Вторичка,Деревянные,3600000.0,1 из 2,0,0,0,3,На транспорте близко,1.0,2.0,0.5,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4469,4469,https://samara.cian.ru/sale/flat/214095558/,,,,,Нет инфо,Нет инфо,,,,Нет инфо,Нет инфо,Нет инфо,,,0,0,0,,Далеко,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4470,4470,https://samara.cian.ru/sale/flat/242075900/,,,,81.0,Автономная котельная,Нет инфо,,р-н Октябрьский,,Кирпичный,Вторичка,Деревянные,4300000.0,1 из 16,0,1,0,4,На транспорте близко,1.0,16.0,0.0625,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4471,4471,https://samara.cian.ru/sale/flat/230120638/,2004.0,136.0,18.0,206.0,Автономная котельная,Нет инфо,2004.0,р-н Октябрьский,,Монолитный,Вторичка,Нет инфо,36000000.0,16 из 18,0,1,0,4,На транспорте близко,16.0,18.0,0.8888888888888888,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4472,4472,https://samara.cian.ru/sale/flat/244491486/,1984.0,50.0,16.0,90.0,Центральное,Нет инфо,1984.0,р-н Советский,,Кирпичный,Вторичка,Железобетонные,5250000.0,4 из 9,1,1,0,3,На транспорте близко,4.0,9.0,0.4444444444444444,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4473,4473,https://samara.cian.ru/sale/flat/245100352/,1996.0,55.0,8.0,88.0,Центральное,Нет инфо,1996.0,р-н Промышленный,,Монолитный,Вторичка,Железобетонные,5950000.0,11 из 18,1,1,0,,Далеко,11.0,18.0,0.6111111111111112,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4474,4474,https://samara.cian.ru/sale/flat/242856188/,1998.0,78.0,16.0,151.0,Нет инфо,Нет инфо,1998.0,р-н Промышленный,,Нет инфо,Вторичка,Нет инфо,11000000.0,3 из 10,1,1,0,,Далеко,3.0,10.0,0.3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
